,index,Unnamed: 0,abstract,president
914,914,914,"President Obama on Thursday acknowledged “screw-ups” in the government’s handling of the deadly attack on the American consulate in Benghazi, Libya, and vowed an investigation that would fix them.",Obama
915,915,915,Mitt Romney has been explicit: inequality should be talked about only in quiet voices behind closed doors. But there is much more to say.,Obama
916,916,916,"If the presidential candidates are going to spend the last days of their campaigns pandering to moderate voters, they should do it right.",Obama
917,917,917,"For the president and his campaign, the challenge is to overcome a decline in voter enthusiasm from 2008.",Obama
918,918,918,"After a 39-hour campaign swing, President Obama’s voice starts to show some wear and tear.",Obama
919,919,919,"TimesCast Politics: Four events on Thursday just in Ohio. | Another comment about rape. | An interview with Jim Talent, a Romney adviser.",Obama
920,920,920,Those who play the perennial Washington parlor game about Hillary Rodham Clinton’s future got a fresh tingle on Thursday. Then it fizzled.,Obama
921,921,921,Business leaders are stepping up pressure on Washington to get a deficit-reduction deal completed even if it calls for more revenues — including higher tax bills for them.,Obama
922,922,922,"In this short documentary we meet Louis Ortiz, an unemployed man from the Bronx whose life is turned upside down when he discovers his uncanny resemblance to President Obama.",Obama
923,923,923,"This short documentary features Louis Ortiz, a man from the Bronx whose life is turned upside down when he discovers his uncanny resemblance to the President.",Obama
924,924,924,"For this debate, the president honed a whole new ferocity.",Obama
925,925,925,"The president offers a strong case for his policies, and puts Mitt Romney on the defensive.",Obama
926,926,926,President Obama and Mitt Romney challenged each other on the Obama administration’s response to the attacks in Libya.,Obama
927,927,927,The surreal “foreign policy” debate between President Obama and Mitt Romney showed that America has little interest in a serious discussion of the world.,Obama
928,928,928,President Obama and Mitt Romney questioned each other's approach toward the bailout of the United States automotive industry.,Obama
929,929,929,The political dispute over college costs and the Obama administration’s policies highlight the differing philosophical views about the role of government in education.,Obama
930,930,930,Mitt Romney and President Obama will try to show off their comedic timing at the Al Smith dinner Thursday night in New York City.,Obama
931,931,931,Female voters in the swing state of New Hampshire discuss what issues are foremost in their minds in the closing days of the presidential campaign.,Obama
932,932,932,"While female voters generally tend to favor President Obama, that cannot be said of white women without college degrees, a subset known — in this race — as waitress moms.",Obama
933,933,933,President Obama and Mitt Romney challenged each other on how their respective energy policies would help lower the cost of gas.,Obama
934,934,934,"If you want to see how Romney-endorsed austerity measures would work out here, just look at Europe. And weep.",Obama
935,935,935,President Obama challenged Mitt Romney’s approach toward tax cuts.,Obama
936,936,936,Obama isn’t hesitating in talking about gay equality on the campaign trail.,Obama
937,937,937,Mitt Romney returned to the campaign trail and made an economic argument for female support.,Obama
938,938,938,"In the last two weeks of the campaign, the president’s theme is trust.",Obama
939,939,939,President Obama and Mitt Romney girded for a final debate on Monday and the increasingly pugilistic closing rounds of the election.,Obama
940,940,940,"Home prices have recovered from the credit crisis lows in nearly all states expected to vote for Mitt Romney, and are below the crisis lows in most states expected to support President Obama.",Obama
941,941,941,The White House reverses course after it initially said a conversation with President Obama was off the record.,Obama
942,942,942,President Obama answered a question about gun control and brought up Mitt Romney’s change on an assault weapons ban.,Obama
943,943,943,"Brooks and Collins ask: If Romney wins, who will occupy the White House? It’s not a trick question.",Obama
944,944,944,"The editor of The Des Moines Register shared with readers on Tuesday night an account of a phone call with President Obama, which was dictated by terms set by the White House.",Obama
945,945,945,"The company’s troubles could provide new ammunition for Mitt Romney, who has criticized the Obama administration’s green energy grant and loan programs.",Obama
946,946,946,The agreement between Barack Obama and Mitt Romney about the practically unlimited reach of presidential power keeps us from talking about where the limits ought to be.,Obama
947,947,947,Times correspondents report on how the election in the United States is seen in a half-dozen countries.,Obama
948,948,948,"We’re pining for bipartisanship, but a Romney-Biden White House might be a bridge too far.",Obama
949,949,949,Campaign Stops contributors weigh in with their early reactions to the second presidential debate.,Obama
950,950,950,The presidential debate on foreign policy provided some instructive contrasts to ponder.,Obama
951,951,951,The Gregory Brothers present a musical mash-up video of the final presidential debate between President Obama and Mitt Romney.,Obama
952,952,952,"This presidential campaign, like that in 2008, has framed energy as an issue that not only encompasses concerns about the environment and national security, but now economic revival.",Obama
953,953,953,"Some speakers at the annual meeting of the Securities Industry and Financial Markets Association, Wall Street’s chief lobbying group, were eager to feed hopes that Mitt Romney would win the election.",Obama
954,954,954,"Despite competition from two sporting events, the third debate between President Obama and Mitt Romney attracted a large home viewing audience.",Obama
955,955,955,"The Gregory Brothers Songify the foreign policy debate, with Gregorian chanting.",Obama
956,956,956,"The candidates will be grilled by common voters on Tuesday night, and that could pose some real risks.",Obama
957,957,957,Silence reigned on the issue of climate change in all three presidential debates. Frustration is palpable among environmental groups and on college campuses.,Obama
958,958,958,The president’s political philosophy can be traced to the work of William James. But can a pragmatist really effect the change we need?,Obama
959,959,959,TimesCast Politics: Reaction to the final presidential debate. | The all-important female vote. | The latest on the race for the Senate.,Obama
960,960,960,Scientific polls conducted after the Tuesday night’s presidential debate in New York give a modest edge to President Obama.,Obama
961,961,961,"Mitt Romney has argued for a more traditional Chapter 11 bankruptcy for General Motors and Chrysler, without any direct government involvement. But at the time, that might not have been possible.",Obama
962,962,962,"During the Monday night debate, the online conversation was dominated by the significance that Michelle Obama was wearing a Thom Browne dress that she had worn at the Democratic National Convention.",Obama
963,963,963,How other countries have covered the race often tells as much about how they feel about themselves as it does about how they perceive the American political process.,Obama
964,964,964,"Jane Perlez, The Times’ chief diplomatic correspondent in Beijing, explains the Chinese interest in the American presidential election.",Obama
965,965,965,Scientists ask the Environmental Protection Agency to reconsider a proposed rule allowing the grasses to qualify as feedstock for biofuels.,Obama
966,966,966,The debate emphasizes China’s dubious role as an economic villain. | What the Federal Reserve might look like under Mitt Romney.,Obama
967,967,967,President Obama began a furious two-week effort to beat back a late surge by Mitt Romney and hang on to battleground states where many voters are already casting ballots.,Obama
968,968,968,"Rudolph Giuliani, the former mayor of New York City, had harsh words for President Obama’s handling of the situation in Libya and across the Middle East.",Obama
969,969,969,"The presidential debate on foreign policy presented a skewed vision of the world, even the world defined by American national interests.",Obama
970,970,970,Groups say the scientific community’s ability to share research and collaborate is being affected as agencies curb participation in conferences in the face of budget restrictions.,Obama
971,971,971,Ellen DeGeneres receives the Mark Twain Prize for American Humor.,Obama
972,972,972,"Highlights and analysis of the third presidential debate between President Obama and Mitt Romney at Lynn University in Boca Raton, Fla.",Obama
973,973,973,Nate Silver of the FiveThirtyEight blog talks about the chances of winning the election for President Obama and Mitt Romney.,Obama
974,974,974,"Many of the implications of a rising China for the United States were barely addressed by President Obama and Mitt Romney in their debate Monday night. The heated tensions between China and three American allies in the Pacific — Japan, South Korea and the Philippines — went unmentioned.",Obama
975,975,975,"In many cases, contrasting claims were a matter of perspective and both Mitt Romney and President Obama made statements that were misleading or exaggerated regarding their stances on foreign policy.",Obama
976,976,976,"Monday night’s debate provided an odd role reversal that made Mitt Romney seem on the defensive, while President Obama offered sharp responses to criticism of his foreign policy.",Obama
977,977,977,Mitt Romney sounded confused and incoherent and had no original ideas of substance.,Obama
978,978,978,"Sporting events appeared to siphon viewers from the debate, in part because President Obama and Mitt Romney did not spar as often as they did during their town hall-style debate last Tuesday.",Obama
979,979,979,"The third presidential debate between President Obama and Mitt Romney at Lynn University in Boca Raton, Fla., focused on foreign policy.",Obama
980,980,980,"The climate debate seems loud and momentous up close, but is consistently lost in the din of daily news.",Obama
981,981,981,TimesCast: Memorable moments from the third presidential debate.,Obama
982,982,982,"Follow along with this interactive replay of the final debate, using fact-checks and graphics to take a closer look at attacks and assertions by President Obama and Mitt Romney.",Obama
983,983,983,Mitt Romney said China could be a partner in the world with the United States if the Chinese government was willing to be responsible.,Obama
984,984,984,"The final presidential debate stayed true to the previous ones, giving us comedy, drama and some essential truths.",Obama
985,985,985,"Mitt Romney criticized President Obama’s policy toward combating terrorism, saying the United States “can’t kill our way out of this mess.”",Obama
986,986,986,Mitt Romney described how his budget would account for increased military spending.,Obama
987,987,987,"President Obama is now facing what he worked so hard to avoid: a neck-and-neck race, with Mitt Romney gaining steam and stature when it matters most.",Obama
988,988,988,"Analysts look at the third presidential debate region by region, argument by argument.",Obama
989,989,989,"President Obama and Mitt Romney square off on Monday night in Boca Raton, Fla. for the final presidential debate. Live coverage begins at 8 p.m. eastern.",Obama
990,990,990,President Obama and Mitt Romney both see the need for serious tax reform. So why won’t it happen?,Obama
991,991,991,Is all this 24/7 hysteria over the latest political poll doing us any good?,Obama
992,992,992,The following is a complete transcript of President Obama and Mitt Romney’s remarks from the third presidential debate.,Obama
993,993,993,The president’s staff said he is preparing intensely for Tuesday’s debate.,Obama
994,994,994,"In a charged and clenched debate, President Obama portrayed Mitt Romney as a former corporate raider, while Mr. Romney kept bringing the discussion back to Mr. Obama’s record.",Obama
995,995,995,A debate centering on international affairs may offer a window on the candidates’ leadership skills.,Obama
996,996,996,The Romney campaign is spending so much time on Benghazi only because Mr. Obama’s foreign policy record is strong.,Obama
997,997,997,"Despite Republican efforts, President Obama has maintained a strong advantage over Mitt Romney among the crucial constituency of the young.",Obama
998,998,998,"Jeffrey Toobin draws on interviews with the justices and  their law clerks in a lucid, if opinionated, assessment.",Obama
999,999,999,"For Mitt Romney, former President George W. Bush represents a burden to minimize but for President Obama, his record offers a shield on the economy.",Obama
1000,1000,1000,"The presidential candidates are set to debate the rise of China tonight, but China’s next leader may wish his nation’s economy were the juggernaut many Americans think it is.",Obama
1001,1001,1001,Both presidential candidates have concentrated some of their most intensive campaign efforts in the Buckeye State.,Obama
1002,1002,1002,The entertainer plans to campaign for President Obama in Ohio and Iowa on Thursday.,Obama
1003,1003,1003,"Both President Obama and Mitt Romney have said government does not create jobs. But the government does in fact create jobs, millions of important jobs.",Obama
1004,1004,1004,"If only women voted, President Obama would be headed to a big victory. If only men voted, Mitt Romney would be on his way to an easy win.",Obama
1005,1005,1005,The Romney camp denies and distorts the evidence about how we recover from a severe financial crisis.,Obama
1006,1006,1006,"Florida’s turnout may rest in part on volunteers’ stamina in get-out-the-vote efforts. “It’s going to be hand-to-hand combat all the way down,” an adviser to the Romney campaign said.",Obama
1007,1007,1007,The gap between the official explanations and the contemporaneous field reports on the attack in Libya illustrates the difficulty of turning raw intelligence into a coherent picture fit for officials’ public statements.,Obama
1008,1008,1008,"For either President Obama or Mitt Romney, finding a satisfactory end to the war in Afghanistan and maintaining American influence in Pakistan will be a challenge.",Obama
1009,1009,1009,"In the closing days of the 2012 presidential campaign, President Obama and Mitt Romney are finding sharper, punchier ways to communicate their basic arguments.",Obama
1010,1010,1010,"The biggest gender gap to date in the exit polls came in 2000, when Al Gore won by 11 points among women, but George W. Bush won by 9 points among men — a 20-point difference. The numbers this year look very close to that.",Obama
1011,1011,1011,"Spokesmen for the candidates jousted over whether the United States should seek to engage Iran in one-on-one talks over its nuclear program, or whether Tehran was playing for time.",Obama
1012,1012,1012,"In contrast to Candy Crowley, Bob Schieffer, the moderator of Monday’s foreign policy debate in Boca Raton, Fla., is shying from news media attention.",Obama
1013,1013,1013,Barack Obama and Mitt Romney will debate issues ranging from Iran to the Afghan war to the Arab Uprisings.,Obama
1014,1014,1014,"The mayor of New York wondered whether Elizabeth Warren would “get rid of corporate profits, and we’d all bring socialism back, or the U.S.S.R.”",Obama
1015,1015,1015,"Ohio -- the only state that has voted for the victor in the past 12 presidential elections -- is the embodiment of Middle America, and it swings back and forth from Republican red to Democratic blue.",Obama
1016,1016,1016,"The president huddled with advisers in Virginia not to study facts, but to work on delivering a performance that doesn’t repeat mistakes he made in his first debate with Mitt Romney.",Obama
1017,1017,1017,"A look back at the week in politics, including the second presidential debate and campaign rallies for both candidates.",Obama
1018,1018,1018,"Every week during the 2012 presidential campaign, The Times will be posting a new slide show recapping the events of the past seven days.",Obama
1019,1019,1019,"Since taking office, President Obama has attempted to balance two deeply held impulses: a belief in universal politics not based on race and an embrace of black life and its challenges.",Obama
1020,1020,1020,"Filings with the Federal Election Commission show little evidence of jitters from Republican donors in September, a month when Mitt Romney lagged in some polls against President Obama.",Obama
1021,1021,1021,"The FiveThirtyEight forecast is unchanged, but although something like a half-point shift is hard to detect in the polls, it is also potentially meaningful given how late it is in the race and how close the contest is.",Obama
1022,1022,1022,"To earn enough electoral votes to win the election, Mitt Romney will likely have to wrest Wisconsin, Iowa or Ohio from President Obama, three Midwestern states that Mr. Obama is trying to protect.",Obama
1023,1023,1023,"Though questions remain, The New York Times’s reporting on the Benghazi consulate attack has been strong.",Obama
1024,1024,1024,"Mitt Romney, the Republican National Committee and their joint fund-raising committee ended September with $183 million in cash on hand, compared to $149 million for Mr. Obama, the Democratic National Committee and their joint fund-raising effort.",Obama
1025,1025,1025,How does the election look from the search window?,Obama
1026,1026,1026,"Even cloaked in humor, the barbs of Mitt Romney and Barry Obama drip with disdain.",Obama
1027,1027,1027,"Mitt Romney said that as president, he would end a program that offers young immigrants deportation deferrals.",Obama
1028,1028,1028,Some Chinese officials and business leaders have expressed a growing concern about negativity toward China that may not all be campaign talk.,Obama
1029,1029,1029,"The 2009 Recovery Act improved the lives of many Americans, but it would have benefited from an extra, Rooseveltian kick, an economist says.",Obama
1030,1030,1030,"If you are disabled, you can either work and not qualify for financial assistance, or you’re sick, and barred from earning any substantial income.",Obama
1031,1031,1031,"With his critical assessment of President Obama and Mitt Romney, Mayor Michael R. Bloomberg was in a sense speaking for voters exasperated by the campaign.",Obama
1032,1032,1032,"With trickle-down aviation and other happy talk, Marco Rubio distills the avoidance of hard truths.",Obama
1033,1033,1033,There are reasons that even a highly informed voter could still be on the fence.,Obama
1034,1034,1034,"For Mitt Romney, America must again be the unchallenged power in the world. For President Obama, America must live in the moment, pre-eminent but not the sole power.",Obama
1035,1035,1035,"The president has agreed to be a guest on “The Daily Show” with Jon Stewart next Thursday — two days after the second debate between Mr. Obama and his G.O.P. rival, Mitt Romney.",Obama
1036,1036,1036,"Political news from today’s Times, plus a look at what’s happening in Washington.",Obama
1037,1037,1037,"People, have you noticed how gun control rarely comes up in the presidential race? Let’s thank Nina Gonzalez for bringing it up.",Obama
1038,1038,1038,"Even as he has pledged to curb the influence of special interests, President Obama relies on political operatives like Anita Dunn who also represent clients who seek to influence public policy.",Obama
1039,1039,1039,"The subtle and not-so-subtle positioning for choice posts in the still-theoretical next administration has intensified, according to Democratic and Republican insiders.",Obama
1040,1040,1040,"Three leading Democratic “super PACs” raised more money in September than in any other month this election cycle, officials said, underscoring the growing willingness of wealthy Democrats to bankroll groups whose existence they had long opposed.",Obama
1041,1041,1041,"The president is likely to face a series of comic barbs about his first debate performance, which has become prime fodder for late-night hosts.",Obama
1042,1042,1042,"When we’re asked to explain how a policy works, we become less partisan.",Obama
1043,1043,1043,"The president’s campaign has decided time on debate preparation is time well spent, even at the cost of voter rallies.",Obama
1044,1044,1044,"The Al Smith white-tie charity dinner stayed true to form on Thursday, injecting a dose of levity into a bare-knuckled campaign for president.",Obama
1045,1045,1045,"Newsweek announced it would cease print publication at the end of the year and move to an all-digital format, and a former Goldman Sachs trader offers few details in his new tell-all.",Obama
1046,1046,1046,"Political news from today’s Times, plus a look at what’s happening in Washington.",Obama
1047,1047,1047,"Just two days after their heated debate, the candidates joked, interspersing gentle jabs with shows of self-deprecation as they raised money for Catholic charities.",Obama
1048,1048,1048,"President Obama continued his own critique of his debate performance last week, telling Tom Joyner, a talk radio show host, on Wednesday that he was “too polite” with Republican presidential candidate Mitt Romney.",Obama
1049,1049,1049,"In Colorado, Florida and Nevada, ads and volunteers are being dispatched to make cases for President Obama and Mitt Romney.",Obama
1050,1050,1050,"A Pew survey does not include the post-debate lift for Mitt Romney, but President Obama’s advantage appears solid.",Obama
1051,1051,1051,The presidential candidates remain evasive about the need for effective and sane gun control laws.,Obama
1052,1052,1052,What happened to the golden days of green technology? It’s a tale of disappointed hopes.,Obama
1053,1053,1053,"Days after President Obama vowed to apprehend those behind the Sept. 11 attack on American diplomats, a suspected ringleader spent an evening at a luxury hotel full of journalists.",Obama
1054,1054,1054,Aftermath of the “binders full of women” comment. | New data on young voters and Hispanics. | The final fund-raising sprint. | Bruce Springsteen on the trail.,Obama
1055,1055,1055,A new ad featuring Big Bird was just one element of a broader effort by President Obama and his team to reassure supporters that his campaign had not lost its intensity or focus.,Obama
1056,1056,1056,TimesCast Politics: Aftermath of the “binders full of women” comment. | New data on young voters and Hispanics. | The final fund-raising sprint. | Bruce Springsteen returns to the campaign trail.,Obama
1057,1057,1057,"Mitt Romney delivered his most pointed criticism to date of President Obama’s handling of the lethal attack in Benghazi, Libya.",Obama
1058,1058,1058,The European Union's bold move comes at a time when hardly anyone is standing up to Russia.,Obama
1059,1059,1059,Analysis of the body language of the second presidential debate suggested a tense exchange between President Obama and Governor Romney.,Obama
1060,1060,1060,"The Day: The Alfred E. Smith Memorial Foundation Dinner, being held Thursday night, has been a setting for political leaders who eye one another suspiciously and disagree strongly.",Obama
1061,1061,1061,Three of the 11 voters who addressed President Obama and Mitt Romney on Tuesday said the answers did not help them settle on a candidate.,Obama
1062,1062,1062,"Jon Huntsman Jr., the former U.S. envoy to China and ex-presidential candidate, says Beijing kept him from delivering a speech last month for political reasons.",Obama
1063,1063,1063,The strong turnout among black voters for Barack Obama in 2008 helped turn the state blue for the first time in decades.,Obama
1064,1064,1064,"New Yorkers are not often directly courted by presidential candidates, but they got a platform in Tuesday night’s debate at Hofstra University.",Obama
1065,1065,1065,"With Election Day looming, the push for votes is coming down not only to a state-by-state fight, but also to one for the allegiance of vital demographic groups, chief among them undecided women.",Obama
1066,1066,1066,The overall impression left by the second debate was of a president once again in control and a challenger out of control.,Obama
1067,1067,1067,"With President Obama and Mitt Romney as draws, the annual charity gala of the Archdiocese of New York is expected to raise a record amount.",Obama
1068,1068,1068,The candidates for president and vice president have spent more time on the campaign’s biggest stage fighting over the last four years than describing their visions for the future.,Obama
1069,1069,1069,"The women of America enjoy a good pander as much as anybody else, but could we cut down on the shouting and barking?",Obama
1070,1070,1070,"Candy Crowley, who moderated Tuesday night’s presidential debate, had to try to guide two candidates who seemed bent on trampling the rules.",Obama
1071,1071,1071,"The big cable winner was Fox News, with the biggest audience in the channel’s history.",Obama
1072,1072,1072,Parody accounts have fun with the latest debate.,Obama
1073,1073,1073,"Mitt Romney accused China of being a “currency manipulator,” but the renminbi has strengthened during President Obama’s time in office.",Obama
1074,1074,1074,"While high gasoline prices are always useful debate fodder, most of the swing states are seeing gas prices below the national average.",Obama
1075,1075,1075,Skeptics pounced on Mitt Romney’s claim that he had been the main promoter of hiring women.,Obama
1076,1076,1076,President Obama’s claim about pipeline construction under his administration during Tuesday night’s debate was correct. But is the statistic as impressive as it sounded?,Obama
1077,1077,1077,"President Barack Obama and Mitt Romney may have stepped up the intensity of their arguments on Tuesday night in the second of their three presidential debates. But on Twitter at least, no records were broken, and the measured response to the event was more mellow.",Obama
1078,1078,1078,"At least three moments should have upset progressives, as opposed to partisans.",Obama
1079,1079,1079,How the second presidential debate looked to Brooks and Collins.,Obama
1080,1080,1080,A poll by the Harvard Institute of Politics shows that more adults between the ages of 18 and 29 trust Barack Obama than Mitt Romney going into the November election.,Obama
1081,1081,1081,Mitt Romney used the phrase to explain his recruitment efforts of women after becoming governor of Massachusetts. But the awkward phrasing — conjuring up the image of a three-ring binder stuffed with female job seekers — exploded quickly.,Obama
1082,1082,1082,"As questions mount over what happened in the attack on the American diplomatic compound last month, here are some of the facts as they are known.",Obama
1083,1083,1083,"During the debate, Romney bumbled his way through a cringe-inducing attempt to graft what he thinks should be 2012 talking points onto his 1952 sensibility.",Obama
1084,1084,1084,"In the annals of rich lady problems, showing up in the same color? Well, that’s usually just being trendy, but when the guests are Michelle Obama and Ann Romney, both of whom wore pink outfits to the presidential debate on Tuesday, people are going to talk.",Obama
1085,1085,1085,"President Obama argued that Mitt Romney would oppose equal pay for women and block access to birth control, but Mr. Romney sought to defend his policies as better for women.",Obama
1086,1086,1086,"Also, Hilary Mantel captures her second Man Booker Prize in four years for the novel “Bring Up the Bodies.”",Obama
1087,1087,1087,"Highlights and analysis of the second presidential debate between President Obama and Mitt Romney at Hofstra University in Hempstead, N.Y.",Obama
1088,1088,1088,"October 16, 2012 -- Highlights from the second presidential debate.",Obama
1089,1089,1089,The Op-Ed columnists Charles Blow and Ross Douthat react to the tense second presidential debate between President Obama and Mitt Romney.,Obama
1090,1090,1090,"Energy policy, trade disputes with China and relations with Israel were among the subjects where the facts were more nuanced than assertions made during the debate.",Obama
1091,1091,1091,"When Americans go to the polls to select a president next month, they will also be choosing between two profoundly different visions for the country's health care system.",Obama
1092,1092,1092,"At their town-hall-style debate, President Obama and Mitt Romney circled around each other like tomcats in an alley as they vied for dominance in an effort to reach voters.",Obama
1093,1093,1093,President Obama emerged from the second debate with Mitt Romney having settled nerves within his party and claimed a new chance to frame the presidential race with just three weeks until Election Day.,Obama
1094,1094,1094,Mitt Romney described how he brought women into his administration as governor of Massachusetts in answering a question about pay equity for women.,Obama
1095,1095,1095,Mitt Romney said he cared about 100 percent of the American people in answering a question about misperceptions voters might have about him.,Obama
1096,1096,1096,"In Florida, a group of independent voters were active participants in their own secondary debate, providing as many questions as the on-air audience and as many answers as the candidates.",Obama
1097,1097,1097,"The second presidential debate between President Obama and Mitt Romney was in a town hall format at Hofstra University in Hempstead, N.Y.",Obama
1098,1098,1098,"Follow along with this interactive replay of the second presidential debate, using fact-checks and graphics to take a closer look at attacks and assertions by President Obama and Mitt Romney.",Obama
1099,1099,1099,"In a back and forth exchange, President Obama gave a quick reply on the size of pensions in answering a question from Mitt Romney.",Obama
1100,1100,1100,Mitt Romney answered a voter’s question and described President Obama’s failures on the economy during the past four years.,Obama
1101,1101,1101,"Foreign policy issues provoked two of the sharpest moments of the second debate between President Obama and Mitt Romney. They clashed over the attack that killed four Americans in Libya, and there was a testy exchange about trade policy toward China.",Obama
1102,1102,1102,Mitt Romney answered a question about gun control by bringing up the controversial gun-trafficking investigation called Operation Fast and Furious.,Obama
1103,1103,1103,"Following another day of strong polling on Tuesday, Mitt Romney advanced into the best position in the FiveThirtyEight forecast since the party conventions.",Obama
1104,1104,1104,Mitt Romney tried to change the subject when presented with a question on how his policies were different from those of George W. Bush.,Obama
1105,1105,1105,"With three weeks until Election Day, President Obama and Mitt Romney squared off in a tense town-hall style debate.",Obama
1106,1106,1106,President Obama appealed to college students to cast their votes now before a critical deadline passed.,Obama
1107,1107,1107,The filing by A123 Systems dealt a blow to the Obama administration’s program to jump-start a domestic battery industry and spur development of electric vehicles.,Obama
1108,1108,1108,"A new television ad by President Obama’s campaign features Big Bird in a tongue-in-cheek bid to attack Mitt Romney for suggesting he would crack down on federal funding for public television, while not cracking down on big banks.",Obama
1109,1109,1109,Many people are prone to a subtle form of bias that comes with not weighing all the polling results.,Obama
1110,1110,1110,"Wealthy donors create “super PACs” to push individual candidates, just as Sheldon Adelson did.",Obama
1111,1111,1111,"When compared with other nations involved in the financial decline four years ago, the United States has done well.",Obama
1112,1112,1112,Domestic policy issues that didn’t come up in the last two debates.,Obama
1113,1113,1113,TimesCast Politics: Looking ahead to the town hall debate. | The challenges of direct voter interaction. | Two incumbents face off in Iowa.,Obama
1114,1114,1114,"After relentless demand that the administration hand over samples or at least discuss its methods, the White House yielded and published a recipe for its Honey Ale. We tasted, and here’s the verdict.",Obama
1115,1115,1115,Why putting Hillary on the ticket for 2012 would have been the smart choice for Democrats.,Obama
1116,1116,1116,"The Day: The Yankees are struggling this postseason, which may be good news for President Obama.",Obama
1117,1117,1117,The New York Times surveyed political consultants and others on what President Obama and Mitt Romney need to accomplish in Tuesday night’s debate.,Obama
1118,1118,1118,"President Obama and Mitt Romney will square off on Tuesday at Hofstra University in Hempstead, N.Y., at 9 p.m. Eastern time in the second of three presidential debates.",Obama
1119,1119,1119,"The partisan fiscal showdown that is set to unfold in the weeks between Election Day and Inauguration Day is expected to set the tone for the next administration, no matter who wins.",Obama
1120,1120,1120,"Mitt Romney has leveled a fusillade of soft-on-China accusations at President Obama, but some experts say the challenger’s get-tough approach would backfire.",Obama
1121,1121,1121,Political insiders weigh in on what they think Mitt Romney and President Obama need to accomplish in the second debate.,Obama
1122,1122,1122,"A candidate now needs to be up on Snooki as well as Bibi, and an up-to-the-minute playlist doesn’t hurt.",Obama
1123,1123,1123,"The Obama campaign hit back aggressively at Mitt Romney’s charge that President Obama has not led on foreign policy, accusing the former Massachusetts governor of an “erratic, unsteady and irresponsible” national security strategy.",Obama
1124,1124,1124,"On immigration policy, Arizona leads the way, but maybe not where we thought it was going.",Obama
1125,1125,1125,A poll showing Mitt Romney doing better among women was criticized by the Obama campaign’s top pollster.,Obama
1126,1126,1126,"The questions will come from voters during the town hall debate, but the moderator will review them before selecting the participants.",Obama
1127,1127,1127,Rules for the presidential and vice-presidential debates were revealed on Monday when the memorandum of understanding between the campaigns of President Obama and Mitt Romney surfaced for the first time.,Obama
1128,1128,1128,A look at how the states stacked up in the 2012 election and how they have shifted over past elections.,Obama
1129,1129,1129,"Walter De Vries, who worked for George W. Romney throughout the 1960s, issues a 700-word essay that attacks Mitt Romney and his presidential campaign.",Obama
1130,1130,1130,Mitt Romney’s aides believe that a last-minute barrage of advertising is critical to beating President Obama.,Obama
1131,1131,1131,"The Libyan force would help combat Islamic extremists, like those who killed the American ambassador last month, and help the country’s army counter fractious militias.",Obama
1132,1132,1132,"As the presidential campaign focuses increasingly on President Obama’s performance as commander in chief, a new study finds that he benefits from endorsements of retired military officers more than Mitt Romney does, particularly with coveted independent voters.",Obama
1133,1133,1133,President Obama’s adviser said the candidate would “look at that tape” of his debate performance and “make the adjustments that he thinks are necessary.”,Obama
1134,1134,1134,"In the midst of increasingly heated election rhetoric about China, Beijing has released some important economic data as its currency hits record highs. What DealBook readers need to know about China this week.",Obama
1135,1135,1135,"If the current polls hold, predicting the election outcome will boil down to making a series of educated guesses about the relationship between state and national polls.",Obama
1136,1136,1136,The president acknowledged before a star-studded fund-raiser on Sunday night that he may have flubbed the face-to-face standoff with Mitt Romney last week.,Obama
1137,1137,1137,"Every week during the 2012 presidential campaign, The Times will be posting a new slide show recapping the events of the past seven days.",Obama
1138,1138,1138,"Concerned that the Libertarian presidential candidate Gary Johnson could hurt the Romney campaign, Republicans across the country have been working to keep him off the ballot.",Obama
1139,1139,1139,"The Republican nominee’s proposed reductions in some key spending areas are far more draconian than those advanced by his running mate, Paul D. Ryan.",Obama
1140,1140,1140,"If Tuesday’s debate is seen as a draw, the winner will be decided in the hours and days after, with perceptions shaped by whichever campaign manages the aftermath more effectively.",Obama
1141,1141,1141,The Romney campaign returned to one of the most contentious issues of the presidential debate to accuse President Obama of falsely claiming Mitt Romney would cut $5 trillion in taxes.,Obama
1142,1142,1142,Examining the hypothesis that Mr. Obama simply doesn’t love being president.,Obama
1143,1143,1143,"At a post-debate rally in Denver, the president finally came up with the retorts that escaped him last night.",Obama
1144,1144,1144,"The Obama administration has pushed rigorous new standards for a majority of the nation’s public schools, but some skeptics say they may have the effect of weakening performance.",Obama
1145,1145,1145,"The Republican ticket has all but taken up residence in vital Ohio: Mitt Romney spent four days in the state this week and Representative Paul D. Ryan two, with plans to return Monday.",Obama
1146,1146,1146,"The Obama and Romney campaigns are using the personal information of voters to, in effect, train people to go to the polls through subtle cues, rewards and threats.",Obama
1147,1147,1147,Why did the White House fumble the aftermath of the Libya attack?,Obama
1148,1148,1148,It should not take two more years for the United States to leave Afghanistan.,Obama
1149,1149,1149,Just who is it that the United States is killing with strikes by unmanned aircraft in Yemen and Pakistan?,Obama
1150,1150,1150,Bring on the turkey: when Irish eyes are smiling and mouths are running.,Obama
1151,1151,1151,"Republicans, along with many Democrats, accused President Obama of delivering an uninspired and defensive performance at the first presidential debate on Wednesday night.",Obama
1152,1152,1152,The president said that on Wednesday he was debating someone other than his Republican challenger.,Obama
1153,1153,1153,"Economists will spend the rest of the day parsing the report’s numbers, but there is little question that the overall thrust is positive — for the economy and the president.",Obama
