,abstract,president
298,"While senior officials argue the drone strike was warranted to prevent future attacks, some in the administration remain skeptical about the rationale for the attack.",Trump
299,"Ken Starr and a third lawyer named to the team, Robert Ray, were independent counsels who investigated President Bill Clinton.",Trump
300,The independent counsel whose investigation resulted in a Senate trial for President Bill Clinton has joined the team defending President Trump.,Trump
301,"The transformation of Pete Hegseth — an Ivy League-educated, decorated Army platoon leader — is a symbol of the Republican Party in the Trump era.",Trump
302,The assassination of Qassim Suleimani is a seismic event in the Middle East.,Trump
303,"After the president said he wouldn’t order attacks on Iranian cultural sites, Trevor Noah said he made obeying international law sound like “an optional topping at Chipotle.”",Trump
304,They don’t have to lose their souls to do it. Just the opposite.,Trump
305,Marchers at the more than 250 events around the country said the administration’s policies could not be separated from the matters they were protesting.,Trump
306,"The growing rift between Bernie Sanders and Elizabeth Warren rose to the surface in the Democratic debate, and the candidates also sparred over their stances on war.",Trump
307,Newly released documents suggest that Ms. Yovanovitch was being watched in Kyiv while she was the American ambassador there.,Trump
308,"“Once again, the federal government hasn’t showed up the way they should,” the New York governor said.",Trump
309,"In a battleground state just before the start of a Democratic debate, the president sided with Bernie Sanders in his clash with Elizabeth Warren.",Trump
310,"When it comes to the Democratic presidential primary candidates, President Trump is worried about Mike Bloomberg while his campaign sees an opportunity in Bernie Sanders.",Trump
311,"Suleimani pushed his country to build an empire, but drove it into the ground instead.",Trump
312,"The president says his “big, beautiful” trade deal is a win for America. His supporters agree.",Trump
313,"A presidency in crisis, a nation on the brink of war — and a White House press secretary who was largely out of sight.",Trump
314,"In a rare public filing, the bureau said it would extend wiretap changes to other tools for collecting data on suspected spies and terrorists.",Trump
315,"President Trump, who has been gripped by anxiety about evangelical voters abandoning him, took wide swipes at Democratic rivals one day after the strike on a top Iranian leader.",Trump
316,He wants to punish Europe — but thousands of American businesses will suffer instead.,Trump
317,"The secretary of state has been drawn deeply into the Ukraine affair, with a parade of his diplomats testifying. He is sticking by the president.",Trump
318,The declaration by Senator Tim Kaine signals a growing dissatisfaction among Republicans with President Trump’s Iran strategy.,Trump
319,The service members showed symptoms of concussions after Iranian missiles hit air bases in Iraq last week. President Trump had said that “no Americans were harmed.”,Trump
320,"He lacks the counsel, character and credibility to lead us into war.",Trump
321,"The writer, a senior Trump administration official, plans to write a book to be published this month.",Trump
322,"He’s a bad show, but it’s not low-flow.",Trump
323,House Democrats released the first two transcripts of their closed-door impeachment testimonies.,Trump
324,One thing is clear after the killing of Iran’s second most important official: Americans are not safer.,Trump
325,"For three years, President Trump’s winter visits to Mar-a-Lago, his private club, have allowed him time to combine his personal and presidential business. But the juxtaposition this year was something quite different.",Trump
326,Kim Jong-un just restarted his dance of death with America.,Trump
327,"Mark Galli, who is retiring, was overwhelmed by the vocal criticism and quiet praise after his editorial in a prominent evangelical magazine called for President Trump’s ouster.",Trump
328,The president also made inaccurate claims on Tuesday about ISIS fighters and his record on the Iraq war.,Trump
329,Gov. Greg Abbott told the State Department that Texas would not accept refugees this year.,Trump
330,"The Trump campaign’s digital ads herald the death of Maj. Gen. Qassim Suleimani, a top Iranian commander. They then direct voters to the “Official Trump Military Survey.”",Trump
331,His erratic leadership has called attention to what had been a low priority for voters.,Trump
332,"President Trump defended the killing of Maj. Gen. Qassim Suleimani, Iran’s top security and intelligence commander, saying it “should have been done long ago.”",Trump
333,"A day after Iranian missiles fell on bases housing American troops in Iraq, the president said that no Americans were harmed and that Iran now “appears to be standing down.”",Trump
334,"Maj. Mathew L. Golsteyn, once charged with murder, had asked that the Army restore his Special Forces tab, which denotes membership in the elite Green Berets force.",Trump
335,"Facing a public reckoning, the Trump Organization has been cracking down on its unauthorized laborers.",Trump
336,"Speaker Nancy Pelosi has waited to name the representatives who will present the case to the Senate, making an already fraught job even more difficult.",Trump
337,"Allegations that killing Maj. Gen. Qassim Suleimani crossed a line draw on two definitions of the term — one legal, one colloquial — whose dissonance reveals how far executive power has expanded.",Trump
338,Republican senators are the only people with the power to restrain the president.,Trump
339,"A move meant to impose pain on the European Union may jeopardize many American jobs and businesses, while putting popular wines out of reach.",Trump
340,"President Trump said the nuclear deal was flawed because restrictions on Iran would end after 15 years. Now, responding to a U.S. strike, Iran has declared the limits over after less than five.",Trump
341,"Conflicting statements, crossed signals and mixed messages have left the president and his top officials scrambling to explain his mission and goals after the death of Maj. Gen. Qassim Suleimani.",Trump
342,"The president threatened Iran over potential retaliation for the death of a top general, and Iraq over the potential expulsion of United States troops.",Trump
343,Secretary of State Mike Pompeo is struggling to manage the widening fallout from the drone strike on Maj. Gen. Qassim Suleimani.,Trump
344,The Senate impeachment trial will be a sham unless top administration officials testify.,Trump
345,"Because the president “refuses to level with the American people” about the dangers United States troops and civilians now face in the Middle East, Mr. Biden said, “I will attempt to do that.”",Trump
346,Cracks in the conservative commentariat as the White House struggles to form a clear narrative.,Trump
347,"Neoconservatives have long urged action against Iran, just as they once did about Iraq. Now, Maj. Gen. Qassim Suleimani is dead.",Trump
348,How the rapidly changing politics of impeachment led to a momentous vote.,Trump
349,"On the first day of a new legislative session, Senate leaders indicated they had made no progress in resolving their logjam over how to proceed.",Trump
350,"With an election and impeachment trial pending in the United States, North Korea’s leader added elements of caution in his threat of “shocking” action.",Trump
351,"Judge Richard J. Leon acted after the House dropped its subpoena to Charles Kupperman and mooted the case, which had been closely watched for its implications about whether John Bolton would testify about President Trump’s pressuring Ukraine.",Trump
352,"Military attacks against cultural sites are against international law, and the United States has condemned the Islamic State and Taliban for similar destruction.",Trump
353,"Threats of ‘retribution,’ more accusations of ‘fake news’ and the end of the White House briefing made 2019 the darkest yet for journalists in the Trump era.",Trump
354,"Michael Bloomberg’s presidential campaign wants to flood voters with attacks on Mr. Trump before it is too late, a lesson Republican candidates learned in 2016 when they initially ignored him.",Trump
355,"The lawyer said his client would respond to written questions, but Republicans, who have pushed for him to appear at an open hearing in the impeachment inquiry, appeared unsatisfied.",Trump
356,"The goal was to prove American resolve in the face of Iranian attacks. Now, American officials have no doubt the Iranians will respond — but they don’t know how quickly, or how furiously.",Trump
357,"In three years, the administration has diminished the role of science in policymaking while disrupting research projects nationwide. Experts say the effects could be felt for years.",Trump
358,"An initiative to reduce the use of e-cigarettes by teenagers led to compromise. Sales of most flavored pods popular with youth will be forbidden, but flavored liquid nicotine for open tank devices will be exempt.",Trump
359,Oil prices surged and the stock market fell after President Trump ordered the killing of Maj. Gen. Qassim Suleimani in Baghdad.,Trump
360,"In ordering the drone strike that killed Iran’s top security commander, Mr. Trump challenged predictions it could lead to a wider war in the Middle East.",Trump
361,The Russian president called the American president to thank him for a tip about an attack said to be aimed at St. Petersburg.,Trump
362,Fund-raising numbers for the fourth quarter of 2019 show an unusually high number of viable campaigns. Waiting for the winner: President Trump and his huge war chest.,Trump
363,It contends the release of the documents sought by The Times would “inhibit the frank and candid exchange of views” in government decision-making.,Trump
364,"House Democrats requested interviews with three major witnesses, including John Bolton, who said he would not appear voluntarily.",Trump
365,A parallel clash over Congress’s power to get information and the president’s power to keep it secret played out in two courtrooms.,Trump
366,Lawmakers aim to pass veto-proof legislation in 2020 that would punish China over its treatment of ethnic Uighur Muslims.,Trump
367,It’s not what the progressive left is talking about.,Trump
368,"Deeply conservative, they organize online and outside the Republican Party apparatus, engaging in more explicit versions of the chest-beating seen at the president’s rallies.",Trump
369,"With the United States presidential election a top concern, investors are trying to make money in the stock market based on who might prevail in November.",Trump
370,Republicans aren’t Scrooges — they’re much worse.,Trump
371,"There’s no “impartial justice,” just protection of Trump at all costs.",Trump
372,President Trump reaches deep into the perv barrel for his defense team.,Trump
373,"A photo from the march displayed at the National Archives was altered to blur signs that were critical of President Trump or might be offensive, officials said.",Trump
374,Texts raised more questions about information suggesting that the United States ambassador to Ukraine was under surveillance.,Trump
375,"Diplomats have seethed over the secretary of state’s lack of outward support for Marie L. Yovanovitch, who was abruptly pulled from Ukraine after attacks from President Trump’s allies.",Trump
376,"A new phase of the impeachment proceedings begins in the Senate as the charges against President Trump will be read out loud, and lawmakers will lay the procedural groundwork for the trial.",Trump
377,Nancy Pelosi’s decision to delay transmitting the impeachment articles allowed significant new information to come to light.,Trump
378,"Plus, Apple takes on Trump in a standoff over iPhone privacy.",Trump
379,"The four-term Maine senator, who crossed party lines to vote against President Clinton’s impeachment, must now decide whether to break with President Trump.",Trump
380,Chief Justice John G. Roberts Jr. will be sworn in as the presiding officer of President Trump’s impeachment trial and administer oaths to all 100 senators.,Trump
381,"Speaker Nancy Pelosi and Representative Kevin McCarthy, the minority leader, hold their weekly press conference amid the start of the Senate impeachment trial for President Trump.",Trump
382,"Trump has no clear rationale for killing Iran’s top general, or for much of his foreign policy.",Trump
383,"As the impeachment trial of President Trump begins, theatrical ritual — and gravity — are on display.",Trump
384,"As the Senate impeachment trial of President Trump nears, the Republican senator from Colorado has gone to ground as he tries to keep moderates and independents in his corner while facing a tough re-election race.",Trump
385,"“This is historic,” said Stephen Colbert. “It’s the first time anyone has ever used the phrase ‘Trump knew exactly what was going on.’”",Trump
386,President Trump’s trial will feature bitter debates and intense legal wrangling. Much of it is likely to unfold behind closed doors.,Trump
387,Bill Weld tries a Granite State carom shot.,Trump
388,The collapse of the old model of industrialism leaves deeper scars in the United States than in other nations.,Trump
389,"The Senate trial began with lots of pomp and little surprise, but there were some serious developments in Ukraine.",Trump
390,"The retired pilot responds to recent comments from the president’s daughter-in-law, Lara Trump, on the way the former vice president talks.",Trump
391,"The Senate will control the cameras during the impeachment trial, limiting what viewers see, and reporters will be confined to roped-off areas.",Trump
392,It will result in American capital flowing to a regime that undermines our country. This is not a win.,Trump
393,G.O.P. senators will harm Congress if they turn away from new testimony and information relevant to impeachment.,Trump
394,Mr. Biden has largely relied on the perception that he is the best-positioned candidate to beat President Trump.,Trump
395,"In the Trump era, some voters say the power of a symbolic first is overshadowed by anxiety about defeating him.",Trump
396,The House of Representatives has initiated the third presidential impeachment trial in American history. So what happens next?,Trump
397,"The House named the impeachment managers, held a floor vote and took part in a rarely used engrossment ceremony.",Trump
398,"The White House is likely to propose the Secret Service return to Treasury, but an administration report warns of the damage that could do to the Homeland Security Department.",Trump
399,"Lawmakers challenged President Trump’s reluctance to send more aid to Puerto Rico, unveiling $3.35 billion in funding.",Trump
400,The governor vetoed legislation that would have allowed federal judges from outside New York to officiate weddings here.,Trump
401,Here’s how the four senators running for president are handling a civic obligation they can’t postpone.,Trump
402,"As the Senate prepared for the impeachment trial, the Government Accountability Office said the White House violated a law that limits a president’s power to withhold money allocated by Congress.",Trump
403,"In a recording, Prime Minister Oleksiy Honcharuk appears to criticize the economic acumen of President Volodymyr Zelensky. His resignation, though, was turned down.",Trump
404,"Mr. Nadler, the chairman of the House Judiciary Committee, will be the constitutional expert of the team of impeachment managers.",Trump
405,And Trump deserves some responsibility.,Trump
406,"To make way for a historic impeachment trial, the Senate is undergoing a physical makeover, with custom tables for the prosecutors, cubbies for senators’ phones and quarters for the chief justice.",Trump
407,Jerrold Nadler and Hakeem Jeffries are two of seven Congress members who will help take the House Democrats’ case for removing President Trump to the Senate.,Trump
408,The justices will weigh Trump administration regulations allowing employers to refuse to provide access to birth control on religious or moral grounds.,Trump
409,Stephen Colbert reviewed the material handed over by a Rudy Giuliani associate: “It didn’t help that the next note was ‘Leave paper trail of impeachable offenses.’”,Trump
410,The former Army Ranger was to take a high-profile role prosecuting House Democrats’ case against President Trump in the Senate trial.,Trump
411,"For Volodymyr Zelensky, taking on the oligarchs and organized crime is a domestic test with geopolitical consequences.",Trump
412,Mr. Jeffries will help take the House Democrats’ case for removing President Trump to the Senate.,Trump
413,Ayatollah Ali Khamenei told thousands of worshipers that God’s backing had allowed Iran to “slap the face” of the United States with a missile attack.,Trump
414,The new deal between the United States and China leaves untouched the thorniest issues driving the two economic giants apart. Solving them could take years.,Trump
415,"Despite a potential loss of momentum in their campaigns, senators running for president say their presence at the Senate trial is a constitutional obligation.",Trump
416,"The vote fell largely along party lines, with only one Democrat joining all the Republicans in opposition.",Trump
417,"A partisan start to the trial stands in contrast to a consensus approach struck in 1999, the last time the Senate weighed the fate of a president.",Trump
418,F.B.I. agents visited Mr. Hyde’s home and business in Connecticut after electronic messages suggested he had been illegally tracking the American ambassador to Ukraine.,Trump
419,"Britain’s withdrawal from the European Union could lead to job cuts, particularly for women, and a rollback of a slew of legal protections.",Trump
420,"The dispute has led to negative attacks and doubts about party unity, exactly what Democratic leaders do not want to happen, for fear of handing an advantage to President Trump.",Trump
421,Nancy Pelosi selected seven House Democrats to prosecute the case against President Trump in the Senate.,Trump
422,"In choosing Ms. Lofgren, Speaker Nancy Pelosi put a seasoned, even-tempered ally on the team that will prosecute the House’s case in the Senate.",Trump
423,Can they handle the truth?,Trump
424,"From mass incarceration to mass deportation, our nation remains in deep denial.",Trump
425,"As the fear of further conflict looms, Iran is in the midst of a decisive argument with itself.",Trump
426,"Immigration can invigorate the country. But when it is poorly managed, it can cause social division — just as it’s doing right now.",Trump
427,Here are some of the archaic rules and procedures that make an impeachment trial so unusual.,Trump
428,Our institutions lost the capacity to mold character and have become platforms for performance instead.,Trump
429,"Records released just before President Trump’s impeachment trial included texts that suggested the ambassador, Marie Yovanovitch, was being watched in Kyiv.",Trump
430,"Senators Susan Collins, Lisa Murkowski and Mitt Romney seem open to witnesses in President Trump’s impeachment trial. With one more Republican, Democrats could commandeer the proceedings.",Trump
431,Its biggest advantage is American stagnation.,Trump
432,A stop at Dover Air Force Base capped a day filled with a variety of appearances made by the vice president.,Trump
433,"Kremlin-directed hackers infiltrated Democratic email servers to interfere with the 2016 American election. Emboldened by their past success, new evidence indicates that they are trying again.",Trump
434,The Trump administration’s Social Security proposal would repeat one of Ronald Reagan’s most damaging mistakes.,Trump
435,Did he change — or did America?,Trump
436,"George Nader, a Lebanese-American businessman, also pleaded guilty to a child sex trafficking charge on Monday in federal court.",Trump
437,"Many Americans say they are ready to elect a woman president, but they are not so sure their neighbors are.",Trump
438,"The agreement is expected to include significant concessions to protect U.S. technology and trade secrets, but its success hinges on whether China will follow through on its commitments.",Trump
439,Bernie is surging and may have found his moment.,Trump
440,"America and Iran, Iran and Israel, Saudis and Houthis, Sunnis and Shiites — the ruler of Oman shuttled between them all.",Trump
441,A new book considers the merging of real estate dynasties and its lasting impact on American democracy.,Trump
442,The change in policy came after an outcry about how federal law enforcement officials handled a Russian hack of two Florida counties’ voter rolls.,Trump
443,The evangelical site criticized a pro-impeachment editorial in Christianity Today.,Trump
444,"The budget gap widened despite a growing economy, hitting its highest level since 2012.",Trump
445,How both sides are choosing the people who will make their case before the Senate.,Trump
446,"In Iowa, Democratic candidates sought to undercut President Trump’s core message of a strong economy by making the case that it isn’t working for the right people.",Trump
447,The Trump administration is doing its best to kick plaintiffs out of lawsuits it opposes.,Trump
448,Mr. Navarro is still looking for ways to punish China even as President Trump has embraced a deal that his top trade adviser lobbied against.,Trump
449,Her nomination would offer the best hope of bringing together the party’s warring factions.,Trump
450,The caucuses were supposed to be less important this time. But they still might pick the winner.,Trump
451,"Fearful of public anger over a plunging economy, Iran’s leaders appear to be turning inward, pulling back from escalation.",Trump
452,"Michael McCain of Maple Leaf Foods blamed ill-conceived plans for diversions and “a narcissist in Washington” for the deaths of Canadians, including a colleague’s family.",Trump
453,Some people think Phil Hogan’s blunt style will be an advantage in dealing with the Trump White House. He is making his first official trip to Washington this week.,Trump
454,"Protesters chanted against Iran’s clerical rulers for a third day, while several prominent newscasters quit their jobs, apologizing for having broadcast lies.",Trump
455,Most of us fear that the company will continue to take a hands-off approach to policing its platform. And that’s exactly what it plans to do.,Trump
456,"In an interview with the editorial board of The New York Times, the senator touched on a broad range of subjects, including China, gun control and wishing people happy birthday.",Trump
457,The rule could limit the exposure of companies like McDonald’s to wage claims and other complaints. It effectively replaces a more labor-friendly Obama-era approach.,Trump
458,"In West Virginia, tougher work requirements for receiving food stamps complicated life for poor people, but did not result in increased employment.",Trump
459,"The Weinstein trial is rare because most sexual misconduct allegations are too old to litigate. But women, and men, are finding an alternative way to get to court.",Trump
460,The Fox News host’s antiwar stance doesn’t erase all that other ugliness.,Trump
461,"Congress should be debating laws governing the use of force, not symbolic resolutions.",Trump
462,To say Sanders is unelectable is indefensible.,Trump
463,"The 2020 Democrats criticized President Trump’s Iran strategy and top candidates notched significant endorsements, with the Iowa caucuses less than a month away.",Trump
464,"Times reporters fielded questions from readers, covering topics like the chief justice’s role and the odds of a second impeachment.",Trump
465,"In a letter to lawmakers, Ms. Pelosi moved to end an impasse, paving the way for the third presidential impeachment trial in history to begin as soon as Wednesday.",Trump
466,"A failed airstrike in Yemen was aimed at Abdul Reza Shahlai, an official with Iran’s Quds Force and an organizer of financing for regional militias supported by Iran.",Trump
467,A White House official said he tried to correct missing words in the transcript of a call between President Trump and Ukraine’s president.,Trump
468,Climate and environmental activists are growing impatient with a Democratic-led House that they view as not doing enough to enact their agenda.,Trump
469,The military said that the Ukraine passenger jet had been misidentified as a cruise missile flying over Tehran.,Trump
470,"By opting not to change the company’s political advertising rules, Mark Zuckerberg has ensured another election shaped by the social network.",Trump
471,The race for president is a proxy contest about national identity.,Trump
472,"As the administration imposed new sanctions on Tehran, the secretary of state provided no specific evidence that the killing of Maj. Gen. Qassim Suleimani was justified by an immediate threat.",Trump
473,The Democratic candidates need to stop making excuses and avoid Obama’s mistakes. The Hispanic population is much more than an electoral fad.,Trump
474,"The announcement comes as American and allied intelligence assessments have suggested that Iranian missiles brought down the plane, most likely by accident.",Trump
475,Speaker Nancy Pelosi rebuffed the latest calls to send the House’s articles of impeachment against President Trump to the Senate.,Trump
476,"As evidence emerged that an Iranian missile may have felled a jetliner, causing the death of 63 Canadians, journalists pressed Justin Trudeau over whether President Trump should bear any of the blame.",Trump
477,"President Trump’s use of military force against Iran gives Beijing ammunition to highlight failures of American policy, even as the Communist Party represses Muslims in China.",Trump
478,The strike was justified and legally sound.,Trump
479,The Labor Department’s monthly jobs report suggests that the economy ended 2019 on a steady footing.,Trump
480,Speaker Nancy Pelosi signaled she could soon send articles of impeachment to the Senate.,Trump
481,Mr. Biden said Republican demands that he testify were an effort to shift attention away from the president’s own actions.,Trump
482,What Pelosi should do now.,Trump
483,"While as mixed in their views as other Americans, the veterans of the wars in Iraq and Afghanistan are now a larger proportion of critics of interventions in the regions they once fought in.",Trump
484,Suggested reading from critics and editors at The New York Times.,Trump
485,"He vetoed a bill to let federal judges preside over nuptials, saying he did not want to give the president’s appointees the privilege.",Trump
486,"In a call on Wednesday night hosted by left-leaning groups, the two presidential candidates denounced President Trump’s role in the crisis, even as the threat of open conflict appeared to subside.",Trump
487,"A day after President Trump seemed eager to de-escalate tensions, Iranian officials vowed revenge for the killing of a top general but also noted their missile strikes had not been intended to kill.",Trump
488,"While U.S. cyberdefenses have improved since 2016, many of the vulnerabilities exploited four years ago remain. And attacks are getting more sophisticated.",Trump
489,"Technology is turning war into an outdated, ineffective means of resolving conflict. Here’s a crazy idea: Let’s avoid war.",Trump
490,The mullahs are cold calculators.,Trump
491,Mr. Lee lashed out after he said he was chided by a top administration official for questioning President Trump’s Iran strategy.,Trump
492,He’s in charge of everything but shooting at Iran.,Trump
493,"The company was under intense pressure to adjust its policies. But in this presidential election year, no big changes are planned.",Trump
494,The move to the Senate means that the majority leader is once again the power broker of Washington’s central drama.,Trump
495,"Despite voicing deference to the speaker, a growing number of Senate Democrats said that they were losing patience with the delay and wanted the trial to begin.",Trump
496,"At an annual gathering of the profession, researchers presented evidence and talks that amounted to warnings on the state of the record-long expansion.",Trump
497,Readers react to the heightened tensions between the United States and Iran.,Trump
498,"Ms. Warren is figuring out what candidates like Beto O’Rourke, Kamala Harris and Kirsten Gillibrand have already learned: It’s hard to appeal to both the center and the left of the Democratic Party.",Trump
499,What war does — and doesn’t — look like.,Trump
500,"Initial assessments indicate that no Americans were killed in Iranian strikes, so President Trump may not feel the pressure to punch back.",Trump
501,"The Pentagon said Iran fired more than a dozen ballistic missiles at the Asad and Erbil bases in Iraq, where American troops are stationed.",Trump
502,"The campaign by one count has run nearly 800 distinct Facebook ads highlighting the killing, but no one is sure what the political impact will ultimately be.",Trump
503,Both President Trump and Iranian leaders signaled their willingness to end hostilities.,Trump
504,"A plan put forward by Mitch McConnell would feature opening statements from both sides, then questions from senators. Democrats pledged to press for new witnesses.",Trump
505,Newsworthiness is responsibility with an asterisk.,Trump
506,The Senate must hear his testimony in an impeachment trial.,Trump
507,"The former national security adviser’s surprise declaration that he is willing to testify may test Republican unity during the Senate impeachment trial, even if it doesn’t affect the outcome.",Trump
508,The Suleimani assassination is the kind of tactic Trump promised his voters — but without a strategy to match.,Trump
509,Stephen Colbert returned from his holiday break to find that President Trump is “still mad about the Iranian hostage crisis.”,Trump
510,"The Canadian broadcaster said it removed the cameo for the sake of time five years ago. President Trump, his son and some supporters suggested the omission was politically motivated.",Trump
511,"Mr. Bosworth, a Facebook executive, weighed in on the platform’s role in political polarization.",Trump
512,"“Knowing General Suleimani was out there made me feel safer,” said a student about the commander killed in an American drone strike. “He was like a security umbrella above our country.”",Trump
513,"Iran, impeachment and Iowa are making for some strange bedfellows, just the way politics is supposed to.",Trump
514,"In the coming days, President Trump will finalize the lowest annual cap in the refugee program’s history. In Missoula, Congolese refugees are facing the repercussions.",Trump
515,"If you’re in Iran, please share with us how the killing of Maj. Gen. Qassim Suleimani and its aftermath has affected you and your family.",Trump
516,President Trump’s repeated threats to destroy Iran’s treasures of art and architecture make the United States seem as debased as ISIS‌ or the Taliban.,Trump
517,"Iran does not seek “seek escalation or war,” the minister, Mohammad Javad Zarif, said in a tweet hours after Iran launched missile strikes against Americans in Iraq.",Trump
518,The former national security adviser said he would be willing to testify in the Senate’s impeachment trial.,Trump
519,"The image, shared on Twitter by Representative Paul Gosar of Arizona, is photoshopped and has been circulating online for years.",Trump
520,The wife of former Representative Patrick Kennedy is vying to oust a congressman who pledged loyalty to President Trump.,Trump
521,"We piece together events leading up to the killing of one of the most powerful operatives in the Middle East, a strike that has been called an act of war.",Trump
522,"America threw its might behind Juan Guaidó when he claimed the presidency, a direct challenge to President Nicolás Maduro. A year later, the Trump administration has little to show for its efforts.",Trump
523,"Vast crowds thronged the streets of Tehran as a funeral was held for Maj. Gen. Qassim Suleimani, who was killed in an American drone strike on Friday.",Trump
524,Office towers in New York and San Francisco — centers of political resistance — are offsetting revenue downturns in the president’s glitzier Trump-branded hotels.,Trump
525,This was the inevitable outcome of a dangerous ‘war on terror’ policy.,Trump
526,The Democratic presidential candidate must be able to respond to any situation.,Trump
527,An Italian who once lived happily there wonders how Brexit will reshape the feelings of others in the E.U. toward the British.,Trump
528,"With foreign policy emerging as a top priority in the Democratic primary, Pete Buttigieg, a former naval intelligence officer, is leaning harder on his veteran status.",Trump
529,"Iran said it would essentially abandon its obligations under a land mark nuclear deal, and the Iraqi Parliament voted to expel American troops.",Trump
530,"Democrats have one, too, and impeached the president on it.",Trump
531,Qassim Suleimani’s death brought vindication for the many American lives he took over the years. But what comes next?,Trump
532,The idea that the president thinks it will help him politically is wrong. Just listen to what he is saying.,Trump
533,"People took to the streets in Baghdad and Tehran to bemoan the killing of a top Iranian general in a U.S. drone strike in Iraq. Iranian leaders swore revenge, and President Trump defended his actions.",Trump
534,"The killing of Maj. Gen. Qassim Suleimani is the latest example of the capricious way in which the president, as commander in chief, has chosen to flex his lethal powers.",Trump
535,"The notification, required within 48 hours of introducing United States armed forces into hostilities, only contained classified information, a senior congressional aide said.",Trump
536,President Jair Bolsonaro of Brazil said Mr. Trump decided not to pursue tariffs on Brazilian steel after a phone call on Friday.,Trump
537,"Representative Jared Golden, who is from a conservative district in Maine, was the only House member to vote for one of two impeachment articles against President Trump.",Trump
538,"U.S. officials have justified the assassination as retribution for the general’s actions and as deterrence of future American deaths. The big strategic implications can get lost, though.",Trump
539,"A properly functioning National Security Council would never have let it happen, for good reason.",Trump
540,Demonstrations in more than 80 communities were organized to call attention to rising tensions in the Middle East.,Trump
541,"The death of Qassim Suleimani strengthened the hand of hard-liners, experts say, and undermined those who have tried to normalize relations with the West.",Trump
542,"Some 3,500 soldiers from the 82nd Airborne Division are bound for the Middle East, spelling uncertainty for families and a community where the base is its backbone.",Trump
543,"The president demands complete fealty, and as the impeachment hearings showed, he has largely attained it. To cross him is to risk losing a future in the Republican Party.",Trump
544,Nancy Pelosi announced that the House would take a formal vote on the impeachment investigation later this week.,Trump
545,The president lashed out at Democrats for treating him unfairly and said the Republicans who control the Senate would conduct an impeachment trial however they saw fit.,Trump
546,"The assassination of Qassim Suleimani, one of Iran’s top military commanders, rocks the Middle East. Is President Trump ready?",Trump
547,Smartphones leave a trail that anyone — and any foreign government — could follow.,Trump
548,The magazine said the president had abused his power and violated the Constitution. Mr. Trump responded by saying he had done more for evangelicals than any other president.,Trump
549,Now the United States must establish a balance of hope and fear in the Middle East.,Trump
550,Vice President Mike Pence claimed that Maj. Gen. Qassim Suleimani of Iran assisted “10 of the 12 terrorists who carried out the September 11 terrorist attacks.”,Trump
551,"Secretary of State Mike Pompeo said Iraqis were celebrating the death of Maj. Gen. Qassim Suleimani, but witnesses said that was not the whole story.",Trump
552,"President Trump authorized the attack early Friday at Baghdad International Airport that killed Iran’s top security and intelligence commander, Maj. Gen. Qassim Suleimani.",Trump
553,The head of a group that detained migrants at gunpoint in New Mexico faces up to 10 years in prison.,Trump
554,"Manufacturing activity fell to its lowest level in more than a decade, a sign of fallout from President Trump’s trade war.",Trump
555,The trouble with a long standoff.,Trump
556,"All but forced to retaliate, Iran will likely aim for limited counterattacks that damage the United States but don’t lead to all-out war. Miscalculation could mean things spiral out of control.",Trump
557,"Foreign affairs have played a strictly limited role so far in the Democratic primary, but the killing of Maj. Gen. Qassim Suleimani could reshape the contest.",Trump
558,The killing of the powerful general in Baghdad could have drastic consequences around the world.,Trump
559,Check the belfry. Maybe things could get worse.,Trump
560,"With a relentless attack on liberalism, the president returned to his greatest hits: attacks on the “fake news,” environmentalists, liberals and immigrants.",Trump
561,Europe fears that its faltering efforts to preserve the 2015 pact have been dealt a fatal blow with the United States’ killing of a top Iranian commander.,Trump
562,Revenge is not a strategy.,Trump
563,"The killing of General Suleimani, intended as a shot against Iran, could accelerate an Iranian objective: pushing the United States military out of Iraq.",Trump
564,Emails also suggest President Trump first began asking about $250 million in Pentagon aid after a June 19 article in the Washington Examiner.,Trump
565,Several factors unrelated to the facts are shielding President Trump in ways Nixon would have envied.,Trump
566,"President Trump, barring the unforeseen, will be the first American president to face voters after being charged with high crimes and misdemeanors.",Trump
567,"Iran’s supreme leader, Ayatollah Ali Khamenei, promised retaliation. The U.S. moved to send more troops to the Middle East. And a deluge of threats on social media.",Trump
568,The quickest way to get a President Stacey Abrams or President Pete Buttigieg is to first elect a President Biden.,Trump
569,The killing of the powerful commander of the Islamic Revolutionary Guards Corps is certain to reignite a debate over presidential war powers.,Trump
570,Mixed reaction to the news that Maj. Gen. Qassim Suleimani died in a targeted strike by the United States at Baghdad International Airport.,Trump
571,Here’s how the situation developed over the last two weeks.,Trump
572,The remaining candidates should emulate his fighting words — and try to win him to their side.,Trump
573,"Suleimani was planning attacks on Americans across the region, leading to an airstrike in Baghdad, the Pentagon statement said. Iran’s supreme leader called for vengeance.",Trump
574,"Valuations are high, but investors are still willing to hold, because of a visceral emotion driven by President Trump.",Trump
575,"In a divided House, moderate Democrats are bearing the burden of answering for the impeachment vote.",Trump
576,We’re already in the early stages of climate crisis.,Trump
577,"President Trump’s summits with Kim Jong-un have failed to bring concrete results, and the diplomatic vacuum has given North Korea more time to build its nuclear arsenal.",Trump
578,Mitch McConnell’s plan to rush to an acquittal is an affront to the Constitution and a disservice to the nation.,Trump
579,"Defense Secretary Mark T. Esper, who issued the warning after an American contractor was killed by an Iranian-supported militia, said, “The game has changed.”",Trump
